wine_name,vintage,region,predict_score,target_score,predict_price,target_price
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2008,Saint-Emilion Grand Cru,94.01,93,390.99,323
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2007,Saint-Emilion Grand Cru,93.98,92,388.57,301
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2006,Saint-Emilion Grand Cru,93.95,93,386.16,321
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2005,Saint-Emilion Grand Cru,93.92,95,383.74,525
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2004,Saint-Emilion Grand Cru,93.89,92,381.33,306
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2003,Saint-Emilion Grand Cru,93.86,93,378.91,323
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2002,Saint-Emilion Grand Cru,93.83,92,376.5,317
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2001,Saint-Emilion Grand Cru,93.8,93,374.08,352
"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2000,Saint-Emilion Grand Cru,93.77,95,371.67,686
"Chateau L'Evangile, Pomerol",2023,Pomerol,94.13,-,318.9,-
"Chateau L'Evangile, Pomerol",2022,Pomerol,94.1,95,316.48,308
"Chateau L'Evangile, Pomerol",2021,Pomerol,94.07,93,314.05,268
"Chateau L'Evangile, Pomerol",2020,Pomerol,94.04,95,311.62,264
"Chateau L'Evangile, Pomerol",2019,Pomerol,94.01,94,309.19,234
"Chateau L'Evangile, Pomerol",2018,Pomerol,93.98,95,306.77,310
"Chateau L'Evangile, Pomerol",2017,Pomerol,93.95,94,304.34,252
"Chateau L'Evangile, Pomerol",2016,Pomerol,93.92,96,301.91,292
"Chateau L'Evangile, Pomerol",2015,Pomerol,93.89,95,299.48,267
"Chateau L'Evangile, Pomerol",2014,Pomerol,93.86,93,297.06,175
"Chateau L'Evangile, Pomerol",2013,Pomerol,93.83,91,294.63,157
"Chateau L'Evangile, Pomerol",2012,Pomerol,93.8,93,292.2,167
"Chateau L'Evangile, Pomerol",2011,Pomerol,93.77,92,289.77,183
"Chateau L'Evangile, Pomerol",2010,Pomerol,93.74,94,287.35,305
"Chateau L'Evangile, Pomerol",2009,Pomerol,93.71,95,284.92,444
"Chateau L'Evangile, Pomerol",2008,Pomerol,93.68,93,282.49,193
"Chateau L'Evangile, Pomerol",2007,Pomerol,93.65,91,280.06,172
"Chateau L'Evangile, Pomerol",2006,Pomerol,93.62,92,277.64,202
"Chateau L'Evangile, Pomerol",2005,Pomerol,93.59,95,275.21,359
"Chateau L'Evangile, Pomerol",2004,Pomerol,93.56,92,272.78,231
"Chateau L'Evangile, Pomerol",2003,Pomerol,93.53,90,270.35,176
"Chateau L'Evangile, Pomerol",2002,Pomerol,93.5,91,267.93,212
"Chateau L'Evangile, Pomerol",2001,Pomerol,93.47,91,265.5,241
"Chateau L'Evangile, Pomerol",2000,Pomerol,93.44,94,263.07,494
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2023,Chateauneuf-du-Pape,93.52,-,400.02,-
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2022,Chateauneuf-du-Pape,93.52,-,400.02,-
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2021,Chateauneuf-du-Pape,93.46,92,395.21,89
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2020,Chateauneuf-du-Pape,93.43,94,392.81,106
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2019,Chateauneuf-du-Pape,93.4,93,390.4,93
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2018,Chateauneuf-du-Pape,93.37,94,388.0,91
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2017,Chateauneuf-du-Pape,93.34,93,385.59,87
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2016,Chateauneuf-du-Pape,93.31,95,383.19,102
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2015,Chateauneuf-du-Pape,93.28,94,380.79,96
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2014,Chateauneuf-du-Pape,93.25,92,378.38,86
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2013,Chateauneuf-du-Pape,93.22,92,375.98,76
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2012,Chateauneuf-du-Pape,93.19,93,373.58,96
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2011,Chateauneuf-du-Pape,93.16,92,371.17,95
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2010,Chateauneuf-du-Pape,93.13,94,368.77,124
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2009,Chateauneuf-du-Pape,93.1,93,366.37,121
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2008,Chateauneuf-du-Pape,93.07,92,363.96,76
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2007,Chateauneuf-du-Pape,93.04,94,361.56,122
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2006,Chateauneuf-du-Pape,93.01,94,359.15,122
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2005,Chateauneuf-du-Pape,92.98,93,356.75,122
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2004,Chateauneuf-du-Pape,92.95,93,354.35,103
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2003,Chateauneuf-du-Pape,92.92,93,351.94,95
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2002,Chateauneuf-du-Pape,92.89,94,349.54,125
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2001,Chateauneuf-du-Pape,92.86,92,347.14,128
"Chateau de Beaucastel Rouge, Chateauneuf-du-Pape",2000,Chateauneuf-du-Pape,92.83,92,344.73,116
"Chateau Palmer 3eme Cru Classe, Margaux",2023,Margaux,94.08,-,492.51,-
"Chateau Palmer 3eme Cru Classe, Margaux",2022,Margaux,94.05,97,490.1,383
"Chateau Palmer 3eme Cru Classe, Margaux",2021,Margaux,94.02,94,487.68,319
"Chateau Palmer 3eme Cru Classe, Margaux",2020,Margaux,93.99,96,485.27,362
"Chateau Palmer 3eme Cru Classe, Margaux",2019,Margaux,93.96,97,482.85,316
"Chateau Palmer 3eme Cru Classe, Margaux",2018,Margaux,93.93,97,480.44,465
"Chateau Palmer 3eme Cru Classe, Margaux",2017,Margaux,93.9,95,478.02,319
"Chateau Palmer 3eme Cru Classe, Margaux",2016,Margaux,93.87,97,475.61,402
"Chateau Palmer 3eme Cru Classe, Margaux",2015,Margaux,93.84,96,473.19,399
"Chateau Palmer 3eme Cru Classe, Margaux",2014,Margaux,93.81,94,470.78,301
"Chateau Palmer 3eme Cru Classe, Margaux",2013,Margaux,93.78,91,468.36,467
"Chateau Palmer 3eme Cru Classe, Margaux",2012,Margaux,93.75,94,465.95,332
"Chateau Palmer 3eme Cru Classe, Margaux",2011,Margaux,93.72,93,463.53,325
"Chateau Palmer 3eme Cru Classe, Margaux",2010,Margaux,93.69,96,461.12,410
"Chateau Palmer 3eme Cru Classe, Margaux",2009,Margaux,93.66,96,458.7,466
"Chateau Palmer 3eme Cru Classe, Margaux",2008,Margaux,93.63,93,456.29,312
"Chateau Palmer 3eme Cru Classe, Margaux",2007,Margaux,93.6,91,453.87,287
"Chateau Palmer 3eme Cru Classe, Margaux",2006,Margaux,93.57,93,451.46,322
"Chateau Palmer 3eme Cru Classe, Margaux",2005,Margaux,93.54,95,449.04,460
"Chateau Palmer 3eme Cru Classe, Margaux",2004,Margaux,93.51,92,446.62,301
"Chateau Palmer 3eme Cru Classe, Margaux",2003,Margaux,93.48,91,444.21,289
"Chateau Palmer 3eme Cru Classe, Margaux",2002,Margaux,93.45,91,441.79,289
"Chateau Palmer 3eme Cru Classe, Margaux",2001,Margaux,93.42,91,439.38,337
"Chateau Palmer 3eme Cru Classe, Margaux",2000,Margaux,93.39,93,436.96,493
"Chateau Margaux Premier Cru Classe, Margaux",2023,Margaux,95.65,-,717.93,-
"Chateau Margaux Premier Cru Classe, Margaux",2022,Margaux,95.62,97,715.51,692
"Chateau Margaux Premier Cru Classe, Margaux",2021,Margaux,95.59,96,713.1,576
"Chateau Margaux Premier Cru Classe, Margaux",2020,Margaux,95.56,98,710.68,740
"Chateau Margaux Premier Cru Classe, Margaux",2019,Margaux,95.53,98,708.27,840
"Chateau Margaux Premier Cru Classe, Margaux",2018,Margaux,95.5,97,705.85,867
"Chateau Margaux Premier Cru Classe, Margaux",2017,Margaux,95.47,96,703.44,583
"Chateau Margaux Premier Cru Classe, Margaux",2016,Margaux,95.44,97,701.02,828
"Chateau Margaux Premier Cru Classe, Margaux",2015,Margaux,95.41,98,698.61,1801
"Chateau Margaux Premier Cru Classe, Margaux",2014,Margaux,95.38,95,696.19,593
"Chateau Margaux Premier Cru Classe, Margaux",2013,Margaux,95.35,93,693.78,517
"Chateau Margaux Premier Cru Classe, Margaux",2012,Margaux,95.32,94,691.36,614
"Chateau Margaux Premier Cru Classe, Margaux",2011,Margaux,95.29,94,688.94,569
"Chateau Margaux Premier Cru Classe, Margaux",2010,Margaux,95.26,97,686.53,1055
"Chateau Margaux Premier Cru Classe, Margaux",2009,Margaux,95.23,98,684.11,1097
"Chateau Margaux Premier Cru Classe, Margaux",2008,Margaux,95.2,94,681.7,577
"Chateau Margaux Premier Cru Classe, Margaux",2007,Margaux,95.17,93,679.28,535
"Chateau Margaux Premier Cru Classe, Margaux",2006,Margaux,95.14,94,676.87,603
"Chateau Margaux Premier Cru Classe, Margaux",2005,Margaux,95.11,97,674.45,1082
"Chateau Margaux Premier Cru Classe, Margaux",2004,Margaux,95.08,94,672.04,605
"Chateau Margaux Premier Cru Classe, Margaux",2003,Margaux,95.05,96,669.62,747
"Chateau Margaux Premier Cru Classe, Margaux",2002,Margaux,95.02,92,667.21,565
"Chateau Margaux Premier Cru Classe, Margaux",2001,Margaux,94.99,94,664.79,670
"Chateau Margaux Premier Cru Classe, Margaux",2000,Margaux,94.96,97,662.38,1336
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2023,Pauillac,94.19,-,289.66,-
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2022,Pauillac,94.16,96,287.23,177
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2021,Pauillac,94.13,94,284.81,150
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2020,Pauillac,94.1,96,282.38,189
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2019,Pauillac,94.07,97,279.95,198
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2018,Pauillac,94.04,96,277.52,197
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2017,Pauillac,94.01,94,275.1,162
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2016,Pauillac,93.98,96,272.67,199
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2015,Pauillac,93.95,95,270.24,182
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2014,Pauillac,93.92,94,267.82,176
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2013,Pauillac,93.89,91,265.39,134
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2012,Pauillac,93.86,92,262.96,167
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2011,Pauillac,93.83,92,260.53,151
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2010,Pauillac,93.8,96,258.1,246
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2009,Pauillac,93.77,95,255.68,237
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2008,Pauillac,93.74,93,253.25,169
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2007,Pauillac,93.71,91,250.82,159
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2006,Pauillac,93.67,92,248.4,164
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2005,Pauillac,93.64,94,245.97,226
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2004,Pauillac,93.61,92,243.54,169
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2003,Pauillac,93.58,93,241.11,197
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2002,Pauillac,93.55,91,238.69,176
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2001,Pauillac,93.52,92,236.26,209
"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2000,Pauillac,93.49,94,233.83,319
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2023,Cote de Beaune,94.1,-,812.8,-
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2022,Cote de Beaune,94.1,-,812.8,-
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2021,Cote de Beaune,94.1,-,812.8,-
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2020,Cote de Beaune,94.01,91,805.56,919
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2019,Cote de Beaune,93.98,94,803.14,991
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2018,Cote de Beaune,93.95,95,800.72,1026
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2017,Cote de Beaune,93.92,95,798.31,998
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2016,Cote de Beaune,93.89,95,795.89,852
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2015,Cote de Beaune,93.86,94,793.48,798
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2014,Cote de Beaune,93.83,95,791.06,1194
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2013,Cote de Beaune,93.8,94,788.65,909
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2012,Cote de Beaune,93.77,94,786.23,1125
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2011,Cote de Beaune,93.74,95,783.82,1010
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2010,Cote de Beaune,93.71,94,781.4,1145
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2009,Cote de Beaune,93.68,94,778.99,989
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2008,Cote de Beaune,93.65,94,776.57,984
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2007,Cote de Beaune,93.62,94,774.16,1002
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2006,Cote de Beaune,93.59,92,771.74,1011
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2005,Cote de Beaune,93.56,94,769.33,899
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2004,Cote de Beaune,93.53,94,766.91,941
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2003,Cote de Beaune,93.5,91,764.5,996
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2002,Cote de Beaune,93.47,94,762.08,1171
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2001,Cote de Beaune,93.44,93,759.67,978
"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2000,Cote de Beaune,93.41,92,757.25,841
"Pavillon Rouge du Chateau Margaux, Margaux",2023,Margaux,92.31,-,414.28,-
"Pavillon Rouge du Chateau Margaux, Margaux",2022,Margaux,92.28,93,411.86,200
"Pavillon Rouge du Chateau Margaux, Margaux",2021,Margaux,92.25,92,409.43,189
"Pavillon Rouge du Chateau Margaux, Margaux",2020,Margaux,92.22,93,407.0,232
"Pavillon Rouge du Chateau Margaux, Margaux",2019,Margaux,92.19,94,404.57,230
"Pavillon Rouge du Chateau Margaux, Margaux",2018,Margaux,92.15,93,402.15,236
"Pavillon Rouge du Chateau Margaux, Margaux",2017,Margaux,92.12,92,399.72,226
"Pavillon Rouge du Chateau Margaux, Margaux",2016,Margaux,92.09,93,397.29,232
"Pavillon Rouge du Chateau Margaux, Margaux",2015,Margaux,92.06,93,394.86,260
"Pavillon Rouge du Chateau Margaux, Margaux",2014,Margaux,92.03,92,392.44,220
"Pavillon Rouge du Chateau Margaux, Margaux",2013,Margaux,92.0,89,390.01,221
"Pavillon Rouge du Chateau Margaux, Margaux",2012,Margaux,91.97,90,387.58,234
"Pavillon Rouge du Chateau Margaux, Margaux",2011,Margaux,91.94,90,385.16,213
"Pavillon Rouge du Chateau Margaux, Margaux",2010,Margaux,91.91,92,382.73,251
"Pavillon Rouge du Chateau Margaux, Margaux",2009,Margaux,91.88,92,380.3,309
"Pavillon Rouge du Chateau Margaux, Margaux",2008,Margaux,91.85,89,377.87,220
"Pavillon Rouge du Chateau Margaux, Margaux",2007,Margaux,91.82,89,375.44,225
"Pavillon Rouge du Chateau Margaux, Margaux",2006,Margaux,91.79,89,373.02,225
"Pavillon Rouge du Chateau Margaux, Margaux",2005,Margaux,91.76,91,370.59,317
"Pavillon Rouge du Chateau Margaux, Margaux",2004,Margaux,91.73,90,368.16,215
"Pavillon Rouge du Chateau Margaux, Margaux",2003,Margaux,91.7,90,365.73,232
"Pavillon Rouge du Chateau Margaux, Margaux",2002,Margaux,91.67,88,363.31,215
"Pavillon Rouge du Chateau Margaux, Margaux",2001,Margaux,91.64,89,360.88,213
"Pavillon Rouge du Chateau Margaux, Margaux",2000,Margaux,91.61,91,358.45,271
"Le Pin, Pomerol",2023,Pomerol,94.95,-,4350.33,-
"Le Pin, Pomerol",2022,Pomerol,94.92,97,4347.49,4218
"Le Pin, Pomerol",2021,Pomerol,94.89,94,4344.61,3229
"Le Pin, Pomerol",2020,Pomerol,94.86,97,4341.6,4095
"Le Pin, Pomerol",2019,Pomerol,94.83,95,4338.6,4326
"Le Pin, Pomerol",2018,Pomerol,94.8,96,4335.6,4373
"Le Pin, Pomerol",2017,Pomerol,94.77,94,4332.59,3241
"Le Pin, Pomerol",2016,Pomerol,94.74,97,4329.59,4442
"Le Pin, Pomerol",2015,Pomerol,94.71,97,4326.59,4916
"Le Pin, Pomerol",2014,Pomerol,94.68,94,4323.58,3620
"Le Pin, Pomerol",2013,Pomerol,94.68,94,4323.58,3620
"Le Pin, Pomerol",2012,Pomerol,94.62,94,4317.57,3590
"Le Pin, Pomerol",2011,Pomerol,94.59,93,4314.57,3487
"Le Pin, Pomerol",2010,Pomerol,94.56,96,4311.57,5336
"Le Pin, Pomerol",2009,Pomerol,94.53,96,4308.56,5913
"Le Pin, Pomerol",2008,Pomerol,94.5,94,4305.56,3576
"Le Pin, Pomerol",2007,Pomerol,94.47,91,4302.56,3367
"Le Pin, Pomerol",2006,Pomerol,94.44,94,4299.55,3438
"Le Pin, Pomerol",2005,Pomerol,94.41,94,4296.55,4077
"Le Pin, Pomerol",2004,Pomerol,94.38,94,4293.54,3219
"Le Pin, Pomerol",2003,Pomerol,94.38,94,4293.54,3219
"Le Pin, Pomerol",2002,Pomerol,94.32,91,4287.54,3298
"Le Pin, Pomerol",2001,Pomerol,94.28,94,4284.53,4701
"Le Pin, Pomerol",2000,Pomerol,94.25,95,4281.53,5818
"Domaine de la Romanee-Conti, La Tache Grand Cru",2023,Cote de Nuits,96.41,-,6564.12,-
"Domaine de la Romanee-Conti, La Tache Grand Cru",2022,Cote de Nuits,96.41,-,6564.12,-
"Domaine de la Romanee-Conti, La Tache Grand Cru",2021,Cote de Nuits,96.35,96,6567.15,-
"Domaine de la Romanee-Conti, La Tache Grand Cru",2020,Cote de Nuits,96.32,97,6568.66,7647
"Domaine de la Romanee-Conti, La Tache Grand Cru",2019,Cote de Nuits,96.29,98,6570.17,8157
"Domaine de la Romanee-Conti, La Tache Grand Cru",2018,Cote de Nuits,96.26,97,6571.68,6839
"Domaine de la Romanee-Conti, La Tache Grand Cru",2017,Cote de Nuits,96.23,96,6573.19,6212
"Domaine de la Romanee-Conti, La Tache Grand Cru",2016,Cote de Nuits,96.2,97,6574.7,6874
"Domaine de la Romanee-Conti, La Tache Grand Cru",2015,Cote de Nuits,96.17,98,6576.21,8294
"Domaine de la Romanee-Conti, La Tache Grand Cru",2014,Cote de Nuits,96.14,96,6577.71,6283
"Domaine de la Romanee-Conti, La Tache Grand Cru",2013,Cote de Nuits,96.11,96,6579.21,6325
"Domaine de la Romanee-Conti, La Tache Grand Cru",2012,Cote de Nuits,96.08,96,6580.72,6403
"Domaine de la Romanee-Conti, La Tache Grand Cru",2011,Cote de Nuits,96.05,95,6582.22,6906
"Domaine de la Romanee-Conti, La Tache Grand Cru",2010,Cote de Nuits,96.02,97,6583.72,7996
"Domaine de la Romanee-Conti, La Tache Grand Cru",2009,Cote de Nuits,95.99,97,6585.22,7828
"Domaine de la Romanee-Conti, La Tache Grand Cru",2008,Cote de Nuits,95.96,96,6586.72,6658
"Domaine de la Romanee-Conti, La Tache Grand Cru",2007,Cote de Nuits,95.93,95,6588.22,7013
"Domaine de la Romanee-Conti, La Tache Grand Cru",2006,Cote de Nuits,95.9,96,6589.72,6408
"Domaine de la Romanee-Conti, La Tache Grand Cru",2005,Cote de Nuits,95.87,97,6591.22,10033
"Domaine de la Romanee-Conti, La Tache Grand Cru",2004,Cote de Nuits,95.84,95,6592.72,7146
"Domaine de la Romanee-Conti, La Tache Grand Cru",2003,Cote de Nuits,95.81,96,6594.23,8129
"Domaine de la Romanee-Conti, La Tache Grand Cru",2002,Cote de Nuits,95.78,96,6595.73,7753
"Domaine de la Romanee-Conti, La Tache Grand Cru",2001,Cote de Nuits,95.75,94,6597.2,6798
"Domaine de la Romanee-Conti, La Tache Grand Cru",2000,Cote de Nuits,95.71,95,6598.65,7852
"E. Guigal, Cote Rotie, La Landonne",2023,Cote Rotie,95.4,-,441.19,-
"E. Guigal, Cote Rotie, La Landonne",2022,Cote Rotie,95.4,-,441.19,-
"E. Guigal, Cote Rotie, La Landonne",2021,Cote Rotie,95.34,94,436.36,-
"E. Guigal, Cote Rotie, La Landonne",2020,Cote Rotie,95.31,96,433.94,-
"E. Guigal, Cote Rotie, La Landonne",2019,Cote Rotie,95.28,97,431.53,406
"E. Guigal, Cote Rotie, La Landonne",2018,Cote Rotie,95.25,97,429.11,432
"E. Guigal, Cote Rotie, La Landonne",2017,Cote Rotie,95.22,97,426.7,399
"E. Guigal, Cote Rotie, La Landonne",2016,Cote Rotie,95.19,97,424.28,384
"E. Guigal, Cote Rotie, La Landonne",2015,Cote Rotie,95.16,98,421.87,455
"E. Guigal, Cote Rotie, La Landonne",2014,Cote Rotie,95.13,95,419.45,323
"E. Guigal, Cote Rotie, La Landonne",2013,Cote Rotie,95.1,96,417.04,292
"E. Guigal, Cote Rotie, La Landonne",2012,Cote Rotie,95.07,96,414.62,395
"E. Guigal, Cote Rotie, La Landonne",2011,Cote Rotie,95.04,95,412.2,321
"E. Guigal, Cote Rotie, La Landonne",2010,Cote Rotie,95.01,97,409.79,540
"E. Guigal, Cote Rotie, La Landonne",2009,Cote Rotie,94.98,97,407.37,546
"E. Guigal, Cote Rotie, La Landonne",2008,Cote Rotie,94.95,93,404.96,296
"E. Guigal, Cote Rotie, La Landonne",2007,Cote Rotie,94.92,96,402.54,383
"E. Guigal, Cote Rotie, La Landonne",2006,Cote Rotie,94.89,95,400.13,389
"E. Guigal, Cote Rotie, La Landonne",2005,Cote Rotie,94.86,97,397.71,713
"E. Guigal, Cote Rotie, La Landonne",2004,Cote Rotie,94.83,94,395.3,327
"E. Guigal, Cote Rotie, La Landonne",2003,Cote Rotie,94.8,97,392.88,688
"E. Guigal, Cote Rotie, La Landonne",2002,Cote Rotie,94.77,93,390.47,325
"E. Guigal, Cote Rotie, La Landonne",2001,Cote Rotie,94.74,94,388.05,392
"E. Guigal, Cote Rotie, La Landonne",2000,Cote Rotie,94.71,95,385.64,426
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2023,Cote de Nuits,96.71,-,28648.13,-
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2022,Cote de Nuits,96.71,-,28648.13,-
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2021,Cote de Nuits,96.65,96,28650.39,-
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2020,Cote de Nuits,96.62,98,28651.52,27225
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2019,Cote de Nuits,96.59,98,28652.66,28631
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2018,Cote de Nuits,96.56,98,28653.79,28743
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2017,Cote de Nuits,96.53,97,28654.92,23669
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2016,Cote de Nuits,96.5,98,28656.05,27310
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2015,Cote de Nuits,96.47,99,28657.18,37401
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2014,Cote de Nuits,96.44,97,28658.32,23005
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2013,Cote de Nuits,96.41,97,28659.45,26482
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2012,Cote de Nuits,96.38,98,28660.58,29939
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2011,Cote de Nuits,96.35,96,28661.71,27176
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2010,Cote de Nuits,96.32,97,28662.84,34585
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2009,Cote de Nuits,96.29,96,28663.97,28107
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2008,Cote de Nuits,96.26,97,28665.11,27393
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2007,Cote de Nuits,96.23,95,28666.24,29386
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2006,Cote de Nuits,96.2,97,28667.37,28200
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2005,Cote de Nuits,96.17,98,28668.5,33289
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2004,Cote de Nuits,96.14,96,28669.63,25786
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2003,Cote de Nuits,96.11,96,28670.77,29061
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2002,Cote de Nuits,96.08,96,28671.9,26702
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2001,Cote de Nuits,96.05,96,28673.03,30188
"Domaine de la Romanee-Conti, Romanee-Conti Grand Cru",2000,Cote de Nuits,96.02,95,28674.16,24466
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2023,Chateauneuf-du-Pape,95.76,-,353.53,-
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2022,Chateauneuf-du-Pape,95.76,-,353.53,-
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2021,Chateauneuf-du-Pape,95.7,95,348.7,309
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2020,Chateauneuf-du-Pape,95.67,96,346.29,355
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2019,Chateauneuf-du-Pape,95.64,97,343.87,381
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2018,Chateauneuf-du-Pape,95.61,97,341.46,354
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2017,Chateauneuf-du-Pape,95.58,97,339.04,375
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2016,Chateauneuf-du-Pape,95.55,97,336.63,426
