wine_name,vintage,region,predict_score,target_score,predict_price,target_price
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2015,Chateauneuf-du-Pape,95.52,96,334.21,378
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2014,Chateauneuf-du-Pape,95.49,95,331.8,323
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2013,Chateauneuf-du-Pape,95.46,95,329.38,328
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2012,Chateauneuf-du-Pape,95.43,96,326.97,378
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2011,Chateauneuf-du-Pape,95.4,95,324.55,442
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2010,Chateauneuf-du-Pape,95.37,97,322.14,449
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2009,Chateauneuf-du-Pape,95.34,96,319.72,470
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2008,Chateauneuf-du-Pape,95.34,96,319.72,470
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2007,Chateauneuf-du-Pape,95.28,97,314.89,550
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2006,Chateauneuf-du-Pape,95.28,97,314.89,550
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2005,Chateauneuf-du-Pape,95.22,96,310.06,491
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2004,Chateauneuf-du-Pape,95.19,95,307.64,385
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2003,Chateauneuf-du-Pape,95.16,94,305.23,331
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2002,Chateauneuf-du-Pape,95.16,94,305.23,331
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2001,Chateauneuf-du-Pape,95.1,95,300.4,428
"Chateau de Beaucastel Hommage a Jacques Perrin, Chateauneuf-du-Pape",2000,Chateauneuf-du-Pape,95.07,95,297.98,464
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2023,Cote Rotie,93.44,-,85.43,-
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2022,Cote Rotie,93.44,-,85.43,-
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2021,Cote Rotie,93.44,-,85.43,-
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2020,Cote Rotie,93.35,92,78.14,107
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2019,Cote Rotie,93.32,95,75.71,124
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2018,Cote Rotie,93.29,94,73.28,121
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2017,Cote Rotie,93.26,93,70.85,133
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2016,Cote Rotie,93.23,93,68.42,118
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2015,Cote Rotie,93.2,94,65.99,117
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2014,Cote Rotie,93.17,93,63.56,111
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2013,Cote Rotie,93.14,92,61.13,109
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2012,Cote Rotie,93.11,93,58.69,116
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2011,Cote Rotie,93.08,93,56.26,123
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2010,Cote Rotie,93.05,94,53.83,171
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2009,Cote Rotie,93.02,94,51.4,167
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2008,Cote Rotie,92.99,92,48.97,156
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2007,Cote Rotie,92.96,94,46.54,182
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2006,Cote Rotie,92.93,93,44.11,149
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2005,Cote Rotie,92.9,93,41.68,149
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2004,Cote Rotie,92.87,92,39.25,154
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2003,Cote Rotie,92.83,93,36.82,157
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2002,Cote Rotie,92.8,91,34.39,251
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2001,Cote Rotie,92.77,91,31.96,215
"E. Guigal, Cote Rotie, Chateau d'Ampuis",2000,Cote Rotie,92.74,91,29.53,172
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2023,Cote de Nuits,93.45,-,4017.16,-
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2022,Cote de Nuits,93.45,-,4017.16,-
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2021,Cote de Nuits,93.39,94,4014.86,-
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2020,Cote de Nuits,93.36,94,4013.72,3523
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2019,Cote de Nuits,93.33,94,4012.57,3813
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2018,Cote de Nuits,93.3,94,4011.42,3376
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2017,Cote de Nuits,93.27,94,4010.27,3352
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2016,Cote de Nuits,93.24,93,4009.12,27594
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2015,Cote de Nuits,93.21,93,4007.97,4125
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2014,Cote de Nuits,93.18,93,4006.71,3684
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2013,Cote de Nuits,93.15,93,4004.54,3536
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2012,Cote de Nuits,93.12,94,4002.37,3675
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2011,Cote de Nuits,93.09,93,4000.2,3702
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2010,Cote de Nuits,93.06,93,3998.03,4004
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2009,Cote de Nuits,93.03,93,3995.68,4045
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2008,Cote de Nuits,93.0,93,3993.15,3621
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2007,Cote de Nuits,92.97,92,3990.62,3819
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2006,Cote de Nuits,92.94,93,3988.09,3608
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2005,Cote de Nuits,92.91,94,3985.56,4269
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2004,Cote de Nuits,92.88,93,3983.03,3587
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2003,Cote de Nuits,92.84,92,3980.5,3803
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2002,Cote de Nuits,92.81,92,3977.96,4275
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2001,Cote de Nuits,92.78,92,3975.43,3979
"Domaine de la Romanee-Conti, Echezeaux Grand Cru",2000,Cote de Nuits,92.75,92,3972.9,4116
"Carruades de Lafite, Pauillac",2023,Pauillac,91.2,-,383.41,-
"Carruades de Lafite, Pauillac",2022,Pauillac,91.17,93,381.0,279
"Carruades de Lafite, Pauillac",2021,Pauillac,91.14,91,378.58,309
"Carruades de Lafite, Pauillac",2020,Pauillac,91.11,93,376.17,332
"Carruades de Lafite, Pauillac",2019,Pauillac,91.08,92,373.75,358
"Carruades de Lafite, Pauillac",2018,Pauillac,91.05,93,371.34,391
"Carruades de Lafite, Pauillac",2017,Pauillac,91.02,90,368.92,360
"Carruades de Lafite, Pauillac",2016,Pauillac,90.99,92,366.51,401
"Carruades de Lafite, Pauillac",2015,Pauillac,90.96,91,364.09,415
"Carruades de Lafite, Pauillac",2014,Pauillac,90.93,90,361.68,401
"Carruades de Lafite, Pauillac",2013,Pauillac,90.9,88,359.26,412
"Carruades de Lafite, Pauillac",2012,Pauillac,90.87,90,356.85,407
"Carruades de Lafite, Pauillac",2011,Pauillac,90.84,89,354.43,394
"Carruades de Lafite, Pauillac",2010,Pauillac,90.81,91,352.02,426
"Carruades de Lafite, Pauillac",2009,Pauillac,90.78,91,349.6,384
"Carruades de Lafite, Pauillac",2008,Pauillac,90.75,90,347.18,395
"Carruades de Lafite, Pauillac",2007,Pauillac,90.72,88,344.77,419
"Carruades de Lafite, Pauillac",2006,Pauillac,90.69,90,342.36,402
"Carruades de Lafite, Pauillac",2005,Pauillac,90.66,90,339.94,392
"Carruades de Lafite, Pauillac",2004,Pauillac,90.63,88,337.52,368
"Carruades de Lafite, Pauillac",2003,Pauillac,90.6,90,335.11,370
"Carruades de Lafite, Pauillac",2002,Pauillac,90.57,88,332.69,357
"Carruades de Lafite, Pauillac",2001,Pauillac,90.54,88,330.28,342
"Carruades de Lafite, Pauillac",2000,Pauillac,90.51,89,327.86,384
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2023,Pauillac,93.26,-,307.47,-
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2022,Pauillac,93.23,95,305.05,140
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2021,Pauillac,93.2,94,302.62,123
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2020,Pauillac,93.17,95,300.19,155
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2019,Pauillac,93.14,96,297.76,167
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2018,Pauillac,93.11,95,295.34,156
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2017,Pauillac,93.08,93,292.91,233
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2016,Pauillac,93.05,95,290.48,181
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2015,Pauillac,93.02,93,288.05,176
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2014,Pauillac,92.99,93,285.63,148
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2013,Pauillac,92.96,89,283.2,127
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2012,Pauillac,92.93,91,280.77,143
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2011,Pauillac,92.9,91,278.34,140
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2010,Pauillac,92.87,94,275.92,250
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2009,Pauillac,92.84,94,273.49,236
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2008,Pauillac,92.81,91,271.06,157
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2007,Pauillac,92.78,90,268.63,137
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2006,Pauillac,92.75,91,266.21,157
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2005,Pauillac,92.72,93,263.78,257
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2004,Pauillac,92.69,91,261.35,156
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2003,Pauillac,92.66,93,258.92,180
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2002,Pauillac,92.63,90,256.5,151
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2001,Pauillac,92.6,90,254.07,180
"Chateau Lynch-Bages 5eme Cru Classe, Pauillac",2000,Pauillac,92.57,93,251.64,375
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2023,Cote de Nuits,95.26,-,5052.04,-
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2022,Cote de Nuits,95.26,-,5052.04,-
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2021,Cote de Nuits,95.2,97,5045.87,-
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2020,Cote de Nuits,95.17,96,5042.78,5129
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2019,Cote de Nuits,95.14,97,5039.69,5970
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2018,Cote de Nuits,95.11,97,5036.6,5210
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2017,Cote de Nuits,95.07,96,5033.52,4685
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2016,Cote de Nuits,95.04,96,5030.43,5405
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2015,Cote de Nuits,95.01,97,5027.34,5922
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2014,Cote de Nuits,94.98,95,5024.25,4700
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2013,Cote de Nuits,94.95,95,5021.17,4820
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2012,Cote de Nuits,94.92,96,5018.08,5611
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2011,Cote de Nuits,94.89,95,5014.99,4734
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2010,Cote de Nuits,94.86,95,5011.91,6461
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2009,Cote de Nuits,94.83,96,5008.82,5870
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2008,Cote de Nuits,94.8,95,5005.73,5715
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2007,Cote de Nuits,94.77,93,5002.64,4836
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2006,Cote de Nuits,94.74,94,4999.56,4814
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2005,Cote de Nuits,94.71,95,4996.47,5903
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2004,Cote de Nuits,94.68,93,4993.38,4614
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2003,Cote de Nuits,94.65,94,4990.3,5165
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2002,Cote de Nuits,94.62,94,4987.21,5627
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2001,Cote de Nuits,94.59,93,4984.12,4878
"Domaine de la Romanee-Conti, Richebourg Grand Cru",2000,Cote de Nuits,94.56,92,4981.03,5380
"Chateau Rayas, Chateauneuf-du-Pape",2023,Chateauneuf-du-Pape,94.89,-,1521.39,-
"Chateau Rayas, Chateauneuf-du-Pape",2022,Chateauneuf-du-Pape,94.89,-,1521.39,-
"Chateau Rayas, Chateauneuf-du-Pape",2021,Chateauneuf-du-Pape,94.89,-,1521.39,-
"Chateau Rayas, Chateauneuf-du-Pape",2020,Chateauneuf-du-Pape,94.8,95,1513.74,-
"Chateau Rayas, Chateauneuf-du-Pape",2019,Chateauneuf-du-Pape,94.8,95,1513.74,-
"Chateau Rayas, Chateauneuf-du-Pape",2018,Chateauneuf-du-Pape,94.8,95,1513.74,-
"Chateau Rayas, Chateauneuf-du-Pape",2017,Chateauneuf-du-Pape,94.71,98,1506.1,113
"Chateau Rayas, Chateauneuf-du-Pape",2016,Chateauneuf-du-Pape,94.68,97,1503.55,133
"Chateau Rayas, Chateauneuf-du-Pape",2015,Chateauneuf-du-Pape,94.65,97,1501.0,50
"Chateau Rayas, Chateauneuf-du-Pape",2014,Chateauneuf-du-Pape,94.62,94,1498.45,194
"Chateau Rayas, Chateauneuf-du-Pape",2013,Chateauneuf-du-Pape,94.59,95,1495.91,1224
"Chateau Rayas, Chateauneuf-du-Pape",2012,Chateauneuf-du-Pape,94.56,95,1493.36,1396
"Chateau Rayas, Chateauneuf-du-Pape",2011,Chateauneuf-du-Pape,94.53,94,1490.81,1451
"Chateau Rayas, Chateauneuf-du-Pape",2010,Chateauneuf-du-Pape,94.5,96,1488.26,1686
"Chateau Rayas, Chateauneuf-du-Pape",2009,Chateauneuf-du-Pape,94.47,95,1485.71,1743
"Chateau Rayas, Chateauneuf-du-Pape",2008,Chateauneuf-du-Pape,94.44,93,1483.16,1695
"Chateau Rayas, Chateauneuf-du-Pape",2007,Chateauneuf-du-Pape,94.41,95,1480.62,1599
"Chateau Rayas, Chateauneuf-du-Pape",2006,Chateauneuf-du-Pape,94.38,94,1478.07,1608
"Chateau Rayas, Chateauneuf-du-Pape",2005,Chateauneuf-du-Pape,94.35,96,1475.52,1921
"Chateau Rayas, Chateauneuf-du-Pape",2004,Chateauneuf-du-Pape,94.32,93,1472.97,1544
"Chateau Rayas, Chateauneuf-du-Pape",2003,Chateauneuf-du-Pape,94.29,93,1470.42,1708
"Chateau Rayas, Chateauneuf-du-Pape",2002,Chateauneuf-du-Pape,94.26,89,1467.87,1604
"Chateau Rayas, Chateauneuf-du-Pape",2001,Chateauneuf-du-Pape,94.23,93,1465.33,1529
"Chateau Rayas, Chateauneuf-du-Pape",2000,Chateauneuf-du-Pape,94.2,92,1462.78,1712
"Chateau La Fleur-Petrus, Pomerol",2023,Pomerol,93.32,-,470.1,-
"Chateau La Fleur-Petrus, Pomerol",2022,Pomerol,93.29,96,467.68,252
"Chateau La Fleur-Petrus, Pomerol",2021,Pomerol,93.26,93,465.27,214
"Chateau La Fleur-Petrus, Pomerol",2020,Pomerol,93.23,95,462.85,253
"Chateau La Fleur-Petrus, Pomerol",2019,Pomerol,93.2,95,460.44,239
"Chateau La Fleur-Petrus, Pomerol",2018,Pomerol,93.17,95,458.02,261
"Chateau La Fleur-Petrus, Pomerol",2017,Pomerol,93.14,94,455.61,232
"Chateau La Fleur-Petrus, Pomerol",2016,Pomerol,93.11,95,453.19,271
"Chateau La Fleur-Petrus, Pomerol",2015,Pomerol,93.08,94,450.78,261
"Chateau La Fleur-Petrus, Pomerol",2014,Pomerol,93.05,93,448.36,225
"Chateau La Fleur-Petrus, Pomerol",2013,Pomerol,93.02,91,445.95,192
"Chateau La Fleur-Petrus, Pomerol",2012,Pomerol,92.99,93,443.53,218
"Chateau La Fleur-Petrus, Pomerol",2011,Pomerol,92.96,92,441.12,203
"Chateau La Fleur-Petrus, Pomerol",2010,Pomerol,92.93,95,438.7,330
"Chateau La Fleur-Petrus, Pomerol",2009,Pomerol,92.9,94,436.29,336
"Chateau La Fleur-Petrus, Pomerol",2008,Pomerol,92.87,92,433.87,255
"Chateau La Fleur-Petrus, Pomerol",2007,Pomerol,92.84,90,431.46,225
"Chateau La Fleur-Petrus, Pomerol",2006,Pomerol,92.81,92,429.04,248
"Chateau La Fleur-Petrus, Pomerol",2005,Pomerol,92.78,93,426.62,322
"Chateau La Fleur-Petrus, Pomerol",2004,Pomerol,92.75,90,424.21,248
"Chateau La Fleur-Petrus, Pomerol",2003,Pomerol,92.72,89,421.79,220
"Chateau La Fleur-Petrus, Pomerol",2002,Pomerol,92.69,90,419.38,215
"Chateau La Fleur-Petrus, Pomerol",2001,Pomerol,92.66,90,416.96,250
"Chateau La Fleur-Petrus, Pomerol",2000,Pomerol,92.63,92,414.55,371
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2023,Pauillac,93.59,-,387.85,-
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2022,Pauillac,93.56,97,385.42,228
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2021,Pauillac,93.53,94,383.0,185
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2020,Pauillac,93.5,96,380.57,224
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2019,Pauillac,93.47,97,378.14,280
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2018,Pauillac,93.44,96,375.71,267
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2017,Pauillac,93.41,95,373.29,173
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2016,Pauillac,93.38,97,370.86,285
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2015,Pauillac,93.35,95,368.43,232
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2014,Pauillac,93.32,93,366.0,170
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2013,Pauillac,93.29,90,363.58,139
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2012,Pauillac,93.26,92,361.15,170
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2011,Pauillac,93.23,92,358.72,171
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2010,Pauillac,93.2,94,356.29,248
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2009,Pauillac,93.17,94,353.87,264
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2008,Pauillac,93.14,91,351.44,198
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2007,Pauillac,93.11,90,349.01,178
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2006,Pauillac,93.08,92,346.58,198
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2005,Pauillac,93.05,93,344.16,239
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2004,Pauillac,93.02,92,341.73,185
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2003,Pauillac,92.99,92,339.3,224
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2002,Pauillac,92.96,91,336.87,178
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2001,Pauillac,92.93,92,334.45,231
"Chateau Pichon Longueville Comtesse de Lalande 2eme Cru Classe, Pauillac",2000,Pauillac,92.9,93,332.02,363
"Chateau La Conseillante, Pomerol",2023,Pomerol,93.79,-,337.36,-
"Chateau La Conseillante, Pomerol",2022,Pomerol,93.76,97,334.93,295
"Chateau La Conseillante, Pomerol",2021,Pomerol,93.73,95,332.5,215
"Chateau La Conseillante, Pomerol",2020,Pomerol,93.7,97,330.08,262
"Chateau La Conseillante, Pomerol",2019,Pomerol,93.67,97,327.65,242
"Chateau La Conseillante, Pomerol",2018,Pomerol,93.64,95,325.22,278
"Chateau La Conseillante, Pomerol",2017,Pomerol,93.61,94,322.79,183
"Chateau La Conseillante, Pomerol",2016,Pomerol,93.58,96,320.37,272
"Chateau La Conseillante, Pomerol",2015,Pomerol,93.55,95,317.94,239
"Chateau La Conseillante, Pomerol",2014,Pomerol,93.52,93,315.51,159
"Chateau La Conseillante, Pomerol",2013,Pomerol,93.49,91,313.08,117
"Chateau La Conseillante, Pomerol",2012,Pomerol,93.46,93,310.66,175
"Chateau La Conseillante, Pomerol",2011,Pomerol,93.42,92,308.23,160
"Chateau La Conseillante, Pomerol",2010,Pomerol,93.39,95,305.8,293
"Chateau La Conseillante, Pomerol",2009,Pomerol,93.36,95,303.37,289
"Chateau La Conseillante, Pomerol",2008,Pomerol,93.33,92,300.95,188
"Chateau La Conseillante, Pomerol",2007,Pomerol,93.3,90,298.52,160
"Chateau La Conseillante, Pomerol",2006,Pomerol,93.27,93,296.09,180
"Chateau La Conseillante, Pomerol",2005,Pomerol,93.24,95,293.66,362
"Chateau La Conseillante, Pomerol",2004,Pomerol,93.21,91,291.24,146
"Chateau La Conseillante, Pomerol",2003,Pomerol,93.18,90,288.81,178
"Chateau La Conseillante, Pomerol",2002,Pomerol,93.15,89,286.38,128
"Chateau La Conseillante, Pomerol",2001,Pomerol,93.12,93,283.95,256
"Chateau La Conseillante, Pomerol",2000,Pomerol,93.09,93,281.53,371
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2023,Saint-Julien,93.73,-,202.41,-
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2022,Saint-Julien,93.7,95,199.98,123
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2021,Saint-Julien,93.67,93,197.56,81
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2020,Saint-Julien,93.64,95,195.13,106
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2019,Saint-Julien,93.61,95,192.7,122
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2018,Saint-Julien,93.58,95,190.27,122
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2017,Saint-Julien,93.55,94,187.85,89
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2016,Saint-Julien,93.52,95,185.42,144
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2015,Saint-Julien,93.49,94,182.99,118
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2014,Saint-Julien,93.46,93,180.56,96
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2013,Saint-Julien,93.43,90,178.14,80
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2012,Saint-Julien,93.4,91,175.71,101
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2011,Saint-Julien,93.37,92,173.28,89
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2010,Saint-Julien,93.34,94,170.85,154
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2009,Saint-Julien,93.31,94,168.43,149
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2008,Saint-Julien,93.28,92,166.0,102
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2007,Saint-Julien,93.25,92,163.57,84
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2006,Saint-Julien,93.22,91,161.14,103
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2005,Saint-Julien,93.19,94,158.72,167
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2004,Saint-Julien,93.16,92,156.29,113
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2003,Saint-Julien,93.13,94,153.86,157
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2002,Saint-Julien,93.1,92,151.43,108
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2001,Saint-Julien,93.07,92,149.01,130
"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2000,Saint-Julien,93.04,94,146.58,185
"M. Chapoutier, Ermitage, Le Pavillon",2023,Hermitage,94.78,-,391.37,-
"M. Chapoutier, Ermitage, Le Pavillon",2022,Hermitage,94.75,-,388.96,255
"M. Chapoutier, Ermitage, Le Pavillon",2021,Hermitage,94.72,94,386.54,396
"M. Chapoutier, Ermitage, Le Pavillon",2020,Hermitage,94.69,99,384.13,303
"M. Chapoutier, Ermitage, Le Pavillon",2019,Hermitage,94.66,95,381.71,306
"M. Chapoutier, Ermitage, Le Pavillon",2018,Hermitage,94.63,95,379.3,370
"M. Chapoutier, Ermitage, Le Pavillon",2017,Hermitage,94.6,96,376.88,421
"M. Chapoutier, Ermitage, Le Pavillon",2016,Hermitage,94.57,96,374.47,428
"M. Chapoutier, Ermitage, Le Pavillon",2015,Hermitage,94.54,96,372.05,317
"M. Chapoutier, Ermitage, Le Pavillon",2014,Hermitage,94.51,95,369.64,306
"M. Chapoutier, Ermitage, Le Pavillon",2013,Hermitage,94.48,94,367.22,355
"M. Chapoutier, Ermitage, Le Pavillon",2012,Hermitage,94.45,95,364.81,300
"M. Chapoutier, Ermitage, Le Pavillon",2011,Hermitage,94.42,96,362.39,380
"M. Chapoutier, Ermitage, Le Pavillon",2010,Hermitage,94.38,97,359.97,454
"M. Chapoutier, Ermitage, Le Pavillon",2009,Hermitage,94.35,97,357.56,427
"M. Chapoutier, Ermitage, Le Pavillon",2008,Hermitage,94.32,93,355.14,178
"M. Chapoutier, Ermitage, Le Pavillon",2007,Hermitage,94.29,93,352.73,230
"M. Chapoutier, Ermitage, Le Pavillon",2006,Hermitage,94.26,95,350.31,268
"M. Chapoutier, Ermitage, Le Pavillon",2005,Hermitage,94.23,96,347.9,349
